Date,Time,Operator,Flight_No,AC_Type,Registration,cn_ln,Ground,Decade,City,Country,US_State,Total_abroad,Passengers_abroad,Crew_abroad,Total_fatalities,Passengers_fatalities,Crew_fatalities,Source,Destination,Total_survivors,Passengers_survivors,Crew_survivors,Survival_rate,Type,Month,Day_of_week,Continent
1971-06-07,08:49:00,Allegheny Airlines,485,Convair CV-580,N5832,384,0,1970,New Haven,United States of America,Connecticut,31,28,3,28,26,2,"Washington D.C. - Newport News, VA",Philadelphia,3,2,1,9.67741935483871,Passenger,June,Monday,North America
1971-06-06,17:11:00,Hughes Airwest / Military - US Marine Air Corps,706,McDonnell Douglas DC-9-31 / F4-B,N9345/151458,47441/503 / ?,0,1970,Near Duarte,United States of America,California,51,44,7,50,44,6,Los Angeles,Salt Lake City,1,0,1,1.9607843137254901,Military,June,Sunday,North America
1971-05-28,11:08:00,Private,?,Aero Commander 680E,N601JJ,491-161,0,1970,Roanoke,United States of America,Virginia,6,5,1,6,5,1,"Atlanta, GA","Martinsville, VA",0,0,0,0.0,Passenger,May,Friday,North America
1971-05-25,04:26:00,Aerolineas Flecha Austral - ALFA,?,Curtiss C-46,CC-CAZ,50,0,1970,Santiago,Chile,,4,2,2,4,2,2,Santiago,Arica,0,0,0,0.0,Passenger,May,Tuesday,South America
1971-05-23,20:00:00,Aviogenex (Yugoslavia),130,Tupolev TU-134A,YU-AHZ,1351205,0,1970,Near Rijeka,Yugoslavia,,83,76,7,78,75,3,London,Rijeka,5,1,4,6.024096385542169,Passenger,May,Sunday,
1971-05-11,,Aviateca,?,Curtiss C-46A-55-CK,TG-ACA-A,121,0,1970,Guatemala City,Guatemala,,35,32,3,5,2,3,Guatemala City,Tikal,30,30,0,85.71428571428571,Passenger,May,Tuesday,North America
1971-04-22,17:01:00,New England Aviaiton,?,Beechcraft C35,N144H,?,0,1970,Manchester,United States of America,New Hampshire,4,3,1,4,3,1,"Manchester, NH","Boston, MS",0,0,0,0.0,Passenger,April,Thursday,North America
1971-04-15,07:00:00,Military - Philippine Air Force,?,Douglas C-47A,293246,13136,0,1970,Near San Jose,Philippines,,40,36,4,39,35,4,Manila,Nichols AFB,1,1,0,2.5,Military,April,Thursday,Asia
1971-03-31,12:59:00,Aeroflot,1969,Antonov An-10,CCCP-11145,8400701,0,1970,Vorochilovgrad,Ukraine,,65,57,8,65,57,8,Kuibyshev,Lugansk,0,0,0,0.0,Passenger,March,Wednesday,Europe
1971-03-26,20:39:00,Jamair,?,Douglas DC-3,VT-ATT,20363,0,1970,Gauhati,India,,15,11,4,15,11,4,Guwahati - Bagdogra,Calcutta,0,0,0,0.0,Passenger,March,Friday,Asia
1971-02-17,,TAM (Transportes Aereos Militares),?,Curtiss C-46,TAM-60,26683,0,1970,Mt. Cunatineuta,Ecuador,,12,8,4,12,8,4,La Paz,San Borja,0,0,0,0.0,Passenger,February,Wednesday,South America
1971-01-31,04:41:00,Aeroflot,?,Antonov AN-10,CCCP-12996,00347403,0,1970,Voroshilovgrad,Russia,,7,6,1,7,6,1,Tyumen,Surgut,0,0,0,0.0,Passenger,January,Sunday,Europe
1971-01-25,11:45:00,Linea Aeropostal Venezolana,?,Vickers Viscount 749,YV-C-AMV,94,0,1970,Merida,Venezuela,,47,43,4,13,12,1,Mérida,Caracas,34,31,3,72.3404255319149,Passenger,January,Monday,South America
1971-01-23,,Korean Airlines,?,Fokker F-27 Friendship 500,HL-5212,10428,0,1970,Near Sokcho,South Korea,,60,55,5,2,1,1,Kangnung,Seoul,58,54,4,96.66666666666667,Passenger,January,Saturday,Asia
1971-01-22,21:36:00,Aeroflot,?,Antonov AN-12B,CCCP 11000,5343610,0,1970,Surgut,Russia,,14,12,2,14,12,2,Omsk,Surgut,0,0,0,0.0,Passenger,January,Friday,Europe
1971-01-21,09:40:00,L'Armée de L'Air,?,Nord 262A-34,F-RBOA,44,0,1970,Near Privas,France,,21,17,4,21,17,4,Paris,Orange,0,0,0,0.0,Passenger,January,Thursday,Europe
1971-01-18,15:49:00,Balkan Bulgarian Airlines,LZ130,Ilyushin IL-18,LZ-BED,186009002,0,1970,Zurich,Switzerland,,47,39,8,45,38,7,Paris - Zurich,Sofia,2,1,1,4.25531914893617,Passenger,January,Monday,Europe
1971-01-09,16:20:00,American Airlines / Private,30,Boeing B-707-323 / Cessna 150,N7595A/N60942,19345 / ?,0,1970,Edison,United States of America,New Jersey,21,14,7,2,0,2,"San Francisco, CA","Newark, NJ",19,14,5,90.47619047619048,Passenger,January,Saturday,North America
1971-01-02,03:25:00,United Arab Airlines,844,de Havilland Comet 4C,SU-ALC,6439,0,1970,Ben Gashir,Libya,,16,8,8,16,8,8,Algiers - Tripoli,Cairo,0,0,0,0.0,Passenger,January,Saturday,Africa
1970-12-31,16:37:00,Aeroflot,3012,Ilyushin IL-18B,CCCP-75773,181003603,0,1970,Leningrad,Russia,,93,90,3,93,90,3,Leningrad,Erevan,0,0,0,0.0,Passenger,December,Thursday,Europe
1970-12-28,14:42:00,Trans Caribbean Airways,505,Boeing B-727-2A7,N8790R,20240,0,1970,St. Thomas,US Virgin Islands,,55,48,7,2,2,0,New York,St. Thomas,53,46,7,96.36363636363636,Passenger,December,Monday,
1970-12-07,,Tarom,?,BAC One-Eleven 424EU,YR-BCA,130,0,1970,Near Constanta,Romania,,27,20,7,19,16,3,Tel Aviv,Bucharest,8,4,4,29.629629629629626,Passenger,December,Monday,Europe
1970-12-05,06:43:00,Jamair,?,Douglas DC-3,VT-CZC,12103,0,1970,Delhi,India,,16,12,4,5,2,3,New Delhi,Jaipur,11,10,1,68.75,Passenger,December,Saturday,Asia
1970-12-02,16:00:00,Cargolux,?,Canadair CL-44J,TF-LLG,36,0,1970,Dhaka,Bangladesh,,8,4,4,8,4,4,,?,0,0,0,0.0,Passenger,December,Wednesday,Asia
1970-11-29,14:30:00,Military - U.S. Air Force,?,Fairchild C-123K,54-0649,?,0,1970,Near Cam Ranh,Vietnam,,44,39,5,42,37,5,Cam Ranh Bay AB,Siagon,2,2,0,4.545454545454546,Military,November,Sunday,Asia
1970-11-27,17:05:00,Capitol Airlines,26,McDonnell Douglas DC-8-63CF,N4909C,46060/472,0,1970,Anchorage,United States of America,Alaska,229,219,10,47,46,1,Anchorage,Yokota AFB,182,173,9,79.47598253275109,Passenger,November,Friday,North America
1970-11-14,19:36:00,Southern Airways,932,McDonnell Douglas DC-9-31,N97S,47245/510,0,1970,Near Huntington,United States of America,West Virginia,75,71,4,75,71,4,"Kingston, NC","Huntington, WV",0,0,0,0.0,Passenger,November,Saturday,North America
1970-10-28,,Aerocosta Colombia,?,Curtiss C-46D,HK-792,33060,0,1970,Pointe-à-Pitre,Guadeloupe,,4,1,3,2,0,2,,?,2,1,1,50.0,Passenger,October,Wednesday,North America
1970-10-10,21:30:00,Saturn Airways,?,Lockheed L-100-20 Hercules,N9248R,4221,0,1970,Fort Dix,United States of America,New Jersey,3,0,3,3,0,3,"Dayton, OH","Ft. Dix, NJ",0,0,0,0.0,Passenger,October,Saturday,North America
1970-10-06,,National Airways,?,Douglas DC-3,ZS-DKR,16660/33408,0,1970,Near Germiston,South Africa,,11,9,2,3,2,1,Johannesberg,"Orapa Mine, Botswana",8,7,1,72.72727272727273,Passenger,October,Tuesday,Africa
1970-10-04,15:10:00,Private,?,Aero Commander 500-B,N701X,?,0,1970,Mahaffey,United States of America,Pennsylvania,2,1,1,2,1,1,"Dubois, PA","Roanoak, VA",0,0,0,0.0,Passenger,October,Sunday,North America
1970-10-02,14:07:00,Military - U.S. Air Force,?,Lockheed C-130E,64-0536,4025,0,1970,Near Taipei,Taiwan,,43,37,6,43,37,6,Taipei,Ching Chuan Kang,0,0,0,0.0,Military,October,Friday,Asia
1970-09-30,,Air Vietnam (South Vietnam),?,Douglas DC-3-DST,B- 305,3251,0,1970,Near Da Nang,Vietnam,,38,34,4,4,1,3,Pleiku,Hue,34,33,1,89.47368421052632,Passenger,September,Wednesday,Asia
1970-09-26,10:56:00,Icelandair,?,Fokker F-27 Friendship 300,TF-FIL,10356,0,1970,"Near Vagar,  Faeroe Islands",Denmark,,34,30,4,8,7,1,Reykjavik,Vágar,26,23,3,76.47058823529412,Passenger,September,Saturday,Europe
1970-09-08,16:06:00,Trans International Airlines,863,McDonnell Douglas DC-8-63CF,N4863T,45951/414,0,1970,New York,United States of America,New York,11,0,11,11,0,11,"Jamaica, NY",Washington D.C.,0,0,0,0.0,Passenger,September,Tuesday,North America
1970-09-03,21:26:00,Aeroflot,W-4,Yakovlev YAK-40,CCCP-87690,9910503,0,1970,Near Leningrad,Russia,,21,18,3,21,18,3,"Frunze, Kyrgyzstan","Leninabad, Tajikistan",0,0,0,0.0,Passenger,September,Thursday,Europe
1970-09-02,,Aeroflot,?,Tupolev TU-124,CCCP-45012,1350502,0,1970,"Near Dnepropetrovsk,  Ukraine",Russia,,37,,,37,,,,?,0,,,0.0,Passenger,September,Wednesday,Europe
1970-08-30,,Dutch Continental Airways,?,Britten-Norman BN-2A Islander,PH-NVA,111,0,1970,Haringvreter,Netherlands,,10,9,1,3,2,1,,Sightseeing,7,7,0,70.0,Passenger,August,Sunday,Europe
1970-08-29,14:45:00,Indian Airlines,?,Fokker F-27 Friendship 400,VT-DWT,10336,0,1970,Near Silchar,India,,39,34,5,39,34,5,Silchar,Gauhati,0,0,0,0.0,Passenger,August,Saturday,Asia
1970-08-26,,Military - U.S. Army,?,Boeing Vertol CH47B (helicopter),67-18445,?,0,1970,Near Tam Ky,Vietnam,,32,,,30,,,,?,2,,,6.25,Military,August,Wednesday,Asia
1970-08-12,03:44:00,China Airlines (Taiwan),?,NAMC YS-11A-219,B-156,2110,0,1970,Taipei,Taiwan,,31,26,5,14,12,2,Hwa,Lien,17,14,3,54.83870967741935,Passenger,August,Wednesday,Asia
1970-08-09,15:00:00,Lineas Aereas Nacionales SA (Peru),502,Lockheed 188A Electra,OB-R939,1106,2,1970,Near Cuzco,Peru,,100,91,9,99,91,8,Cuzco,Lima,1,0,1,1.0,Passenger,August,Sunday,South America
1970-08-06,02:17:00,Pakistan International Airlines,?,Fokker F-27 Friendship 200,AP-ALM,10163,0,1970,Islamabad,Pakistan,,30,26,4,30,26,4,Rawalpindi,Lahore,0,0,0,0.0,Passenger,August,Thursday,Asia
1970-08-03,,Military - United States Navy,?,Lockheed P-3A Orion,152159,185-5129,0,1970,Near Las Vegas,United States of America,Nevada,10,0,10,10,0,10,Nellis - North Island,Barbers Point,0,0,0,0.0,Military,August,Monday,North America
1970-07-27,11:35:00,Flying Tiger Line,45,McDonnell Douglas DC-8-63AF,N785FT,46005/412,0,1970,Tokyo,Japan,,4,0,4,4,0,4,Tokyo,Okinawa,0,0,0,0.0,Passenger,July,Monday,Asia
1970-07-18,17:20:00,Military - Soviet Air Force,?,Antonov AN-22,CCCP-09303,9340207,0,1970,,Atlantic Ocean,,23,15,8,23,15,8,Reykjavik - Halifax,Sidney,0,0,0,0.0,Military,July,Saturday,
1970-07-05,08:09:00,Air Canada,621,McDonnell Douglas DC-8-63,CF-TIW,46114/526,0,1970,Toronto,Canada,,109,100,9,109,100,9,Montreal - Toronto,Los Angeles,0,0,0,0.0,Passenger,July,Sunday,North America
1970-07-03,19:05:00,Dan Air Services,1903,de Havilland Comet 4,G-APDN,06415,0,1970,"Near Arbucias,  Gerona",Spain,,112,105,7,112,105,7,Manchester,Barcelona,0,0,0,0.0,Passenger,July,Friday,Europe
1970-06-10,,Military - LADE,?,Fokker F-27 Friendship 400M,TC-75,10411,0,1970,Near Huaricanga,Peru,,8,5,3,5,3,2,Quito - Lima - Salta,Buenos Aires,3,2,1,37.5,Military,June,Wednesday,South America
1970-06-02,,Philippine Air Lines,?,Fokker F-27 Friendship 100,PI-C507,10246,0,1970,Roxas,Philippines,,44,40,4,1,1,0,Manila,Bacolod,43,39,4,97.72727272727273,Passenger,June,Tuesday,Asia
1970-06-01,05:12:00,Ceskoslovenske Aerolinie,?,Tupolev TU-104A,OK-NDO,96601803,0,1970,Tripoli,Libya,,13,10,3,13,10,3,Prague,Tripoli,0,0,0,0.0,Passenger,June,Monday,Africa
1970-05-30,09:30:00,Lehigh Acres Development Inc.,701,Martin 404,N40412,14116,5,1970,Chamblee,United States of America,Georgia,33,29,4,1,1,0,"Chamblee, GA","Fort Myers,FL",32,28,4,96.96969696969697,Passenger,May,Saturday,North America
1970-05-26,,Aeroservicios,?,de Havilland DH-114 Heron 1B,HR-ASN,14009,0,1970,Near Tegucigalpa,Honduras,,6,4,2,6,4,2,,?,0,0,0,0.0,Passenger,May,Tuesday,North America
1970-05-15,11:49:00,Aeroflot,?,Antonov AN-10,CCCP11149,9 4 008 02,0,1970,"Kishiniev,  Moldavia",Russia,,11,0,11,11,0,11,,Training,0,0,0,0.0,Passenger,May,Friday,Europe
1970-05-09,21:28:00,Executive Jet Sales Inc.,?,Gates Learjet 23,N434EJ,23-046,0,1970,Pellston,United States of America,Michigan,6,4,2,6,4,2,Detroit,Pellston,0,0,0,0.0,Passenger,May,Saturday,North America
1970-05-06,,Somali Airlines,?,Vickers 785D Viscount,6O-AAJ,379,0,1970,Mogadishu,Somalia,,30,26,4,5,5,0,,?,25,21,4,83.33333333333334,Passenger,May,Wednesday,Africa
1970-05-04,08:04:00,Military - U.S. Air Force,?,Convair CV-240,52-5822,5221,0,1970,Hamilton AFB,United States of America,California,14,0,14,13,0,13,Hamilton,Spokane,1,0,1,7.142857142857142,Military,May,Monday,North America
1970-05-02,15:49:00,Antillean Airlines,980,McDonnell Douglas DC-9-33CF,N935F,47407/457,0,1970,Near St. Croix,US Virgin Islands,,63,57,6,23,22,1,New York City,St. Maarten,40,35,5,63.49206349206349,Passenger,May,Saturday,
1970-04-28,09:12:00,Trans Australia Airlines,?,de Havilland Canada DHC-6 Twin Otter 100,VH-TGR,6,0,1970,Kainatu,New Guinea,,11,9,2,8,6,2,Mount Hagen - Goroka,Kainantu,3,3,0,27.27272727272727,Passenger,April,Tuesday,
1970-04-25,10:23:00,Military - Italian Air Force,?,Fairchild C-119G,MM52-6018,10948,0,1970,Rivolto,Italy,,19,12,7,17,10,7,Rivolto,Grazzanise,2,2,0,10.526315789473683,Military,April,Saturday,Europe
1970-04-21,11:30:00,Philippine Air Lines,215,Hawker Siddeley HS-748-209,PI-C-1022,1643,0,1970,Manila,Philippines,,36,32,4,36,32,4,Cuayan,Manila,0,0,0,0.0,Passenger,April,Tuesday,Asia
1970-04-04,20:47:00,Aeroflot,2903,Ilyushin IL-14P,CCCP-52002,602111,0,1970,Zaporozhye,Ukraine,,35,30,5,7,6,1,Rostov,Zaporozhye,28,24,4,80.0,Passenger,April,Saturday,Europe
1970-04-01,09:45:00,Royal Air Maroc,?,Aerospatiale Caravelle 3,CN-CCV,032/33,0,1970,Casablanca,Morocco,,82,76,6,61,56,5,Agadir,Casablanca,21,20,1,25.609756097560975,Passenger,April,Wednesday,Africa
1970-03-26,19:53:00,Grand Canyon Airlines,?,Piper PA-32,N4121R,?,0,1970,Colorado City,United States of America,Arizona,6,5,1,6,5,1,Grand Canyon,Las Vegas,0,0,0,0.0,Passenger,March,Thursday,North America
1970-03-16,11:30:00,Military - U.S. Navy,?,Lockheed EC-121P,145927,5508,0,1970,Near Da Nang,Vietnam,,31,0,31,23,0,23,Taiwan,Da Nang,8,0,8,25.806451612903224,Military,March,Monday,Asia
1970-03-14,17:30:00,Paraense Transportes Aereos,?,Fairchild-Hiller FH-227B,PP-BUF,556,0,1970,Belem Bay,Brazil,,40,35,5,38,34,4,Reclife,Belem,2,1,1,5.0,Passenger,March,Saturday,South America
1970-03-06,,Bavaria Flug,?,Handley Page Jetstream 1,D-INAH,205,0,1970,St. Moritz,Switzerland,,11,9,2,11,9,2,Munchen,St. Moritz,0,0,0,0.0,Passenger,March,Friday,Europe
1970-02-21,13:34:00,Swissair,330,Convair CV-990-30A-6,HB-ICD,301015,0,1970,Zurich,Switzerland,,47,38,9,47,38,9,Zurich,Tel Aviv,0,0,0,0.0,Passenger,February,Saturday,Europe
1970-02-19,,Air Congo,?,Douglas DC-3,9Q-CUD,9780,0,1970,,Congo,,17,14,3,17,14,3,,?,0,0,0,0.0,Passenger,February,Thursday,Africa
1970-02-15,18:30:00,Compania Dominicana de Aviacion,?,McDonnell Douglas DC-9-32,HI-177,47500/546,0,1970,Off Santo Domingo,Dominican Republic,,102,97,5,102,97,5,Santo Domingo,San Juan,0,0,0,0.0,Passenger,February,Sunday,North America
1970-02-12,07:38:00,Lineas Aéreas La Urraca,?,Douglas DC-3 (C-47-DL),HK-1270,4544,2,1970,Puerto Infrida,Colombia,,12,8,4,12,8,4,Villavicencio,Puerto Inírida,0,0,0,0.0,Passenger,February,Thursday,South America
1970-02-10,18:37:00,Pilgrim Airlines,203,de Havilland Canada DHC-6 Twin Otter 100,N124PM,41,0,1970,Long Island Sound,United States of America,Connecticut,5,3,2,5,3,2,"Groton, CT","New York, NY",0,0,0,0.0,Passenger,February,Tuesday,North America
1970-02-06,15:42:00,Aeroflot,045,Ilyushin IL-18V,CCCP-75798,182004303,0,1970,Near Samarkand,Russia,,106,98,8,92,85,7,Tashkent,Samarkand,14,13,1,13.20754716981132,Passenger,February,Friday,Europe
1970-02-04,20:55:00,Aerolineas Argentinas,?,Hawker Siddeley HS-748 1,LV-HGW,1539,0,1970,Near Corrientes,Argentina,,37,33,4,37,33,4,Corrientes,Rosario,0,0,0,0.0,Passenger,February,Wednesday,South America
1970-01-29,19:27:00,Aeroflot,145,Tupolev TU-124,CCCP-45083,5351706,0,1970,Near Murmansk,Russia,,11,32,6,11,8,3,Leningrad,Murmansk,0,24,3,0.0,Passenger,January,Thursday,Europe
1970-01-28,07:49:00,TAG Airlines,?,De Havilland Dove,N2300H,04444,0,1970,Cleveland,United States of America,Ohio,9,7,2,9,7,2,Cleveland,Detroit,0,0,0,0.0,Passenger,January,Wednesday,North America
1970-01-25,,Charter -Federal Electricity Commission,?,Convair CV-240-2,XB-DOK,071,0,1970,Near Poza Rica,Mexico,,19,15,4,18,14,4,Mexico City,Poza Rica,1,1,0,5.263157894736842,Passenger,January,Sunday,North America
1970-01-14,,Faucett,?,Douglas DC-4,OB-R-776,10591,0,1970,Mt. Pumacona,Peru,,28,24,4,28,24,4,Trujillo,Juanjui,0,0,0,0.0,Passenger,January,Wednesday,South America
1970-01-13,06:00:00,Polynesian Airlines,208B,Douglas DC-3,5W-FAC,16964,0,1970,Faleolo,Samoa,,32,29,3,32,29,3,"Apia, Western Samoa","Pago Pago, American Samoa",0,0,0,0.0,Passenger,January,Tuesday,Oceania
1970-01-12,12:00:00,Military - Royal Hellenic Air Force,?,Douglas C-47,?,?,0,1970,,Greece,,27,22,5,23,19,4,,Military exercise,4,3,1,14.814814814814813,Military,January,Monday,Europe
1970-01-05,22:25:00,Spantax,?,Convair CV-990-30A-5,EC-BNM,30-10-32,0,1970,Stockholm,Sweden,,10,7,3,5,5,0,Stockholm,Zurich,5,2,3,50.0,Passenger,January,Monday,Europe
1969-12-23,,Laos Air,?,Douglas C-47A-25-DK,XW-TDJ,13529,0,1960,Near Luang Prabang,Laos,,6,4,2,6,4,2,Vientiane,Luang Prabang,0,0,0,0.0,Passenger,December,Tuesday,Asia
1969-12-22,,Air Vietnam (South Vietnam),?,Douglas DC-6B,B-2005,44694,24,1960,Nha Trang,Vietnam,,77,70,7,10,10,0,Saigon,Nha Trang,67,60,7,87.01298701298701,Passenger,December,Monday,Asia
1969-12-10,18:33:00,Aeroflot,2953,Ilyushin 14P,CCCP-52010,703101,0,1960,Off Makhachkala ,Russia,,17,12,5,17,12,5,Makhachkala,Astrakhan,0,0,0,0.0,Passenger,December,Wednesday,Europe
1969-12-08,20:46:00,Olympic Airways,?,Douglas DC-6B,SX-DAE,45540/1016,0,1960,Near Keratea,Greece,,90,85,5,90,85,5,Chania,Athens,0,0,0,0.0,Passenger,December,Monday,Europe
1969-12-06,07:07:00,Aeroflot,5135,Antonov An-12PL,CCCP-11381,402807,0,1960,Near Khantanga,Russia,,8,2,6,8,2,6,Syktyvkar,Khatanga,0,0,0,0.0,Passenger,December,Saturday,Europe
1969-12-05,15:00:00,Private,?,Lockheed 18-08 Lodestar,N410M,18-2203,0,1960,Nnear Albuquerque,United States of America,New Mexico,9,9,2,9,9,2,,?,0,0,0,0.0,Passenger,December,Friday,North America
1969-12-03,18:05:00,Air France,212,Boeing B-707-328B,F-BHSZ,18459/335,0,1960,Off Caracas,Venezuela,,62,41,21,62,41,21,Caracas,"Pointe a Pitre, Guadeloupe",0,0,0,0.0,Passenger,December,Wednesday,South America
1969-11-20,08:30:00,Nigeria Airways,825,BAC VC-10-1101,5N-ABD,804,0,1960,Near Ikeja,Nigeria,,87,76,11,87,76,11,Kano,Lagos,0,0,0,0.0,Passenger,November,Thursday,Africa
1969-11-19,20:20:00,Mohawk Airlines,411,Fairchild-Hiller FH-227B,N7811M,531,0,1960,"Mt. Pilot Knob,  Glens Falls",United States of America,New York,14,11,3,14,11,3,Albany,Glenn Falls,0,0,0,0.0,Passenger,November,Wednesday,North America
1969-11-13,02:33:00,Aeroflot,5009,Antonov An-12TB,CCCP-11376,402406,0,1960,Near Anderma,Russia,,12,9,3,12,9,3,Amderma,Moscow,0,0,0,0.0,Passenger,November,Thursday,Europe
1969-11-09,,Austin Airways,?,Douglas C-47B,CF-AAL,15383/26828,0,1960,"Timmins,  Ontario ",Canada,,4,2,2,2,2,0,Winisk,Timmins,2,0,2,50.0,Passenger,November,Sunday,North America
1969-10-13,17:27:00,Aeroflot,227,Antonov An-24B,CCCP-47772,79901404,0,1960,Nizhnevartovsk,Russia,,56,52,4,24,22,2,Surgut,Nizhnevartovsk,32,30,2,57.14285714285714,Passenger,October,Monday,Europe
1969-10-02,07:10:00,Military - U.S. Navy,?,Grumman C-2A,152796,13,0,1960,,Vietnam,,26,21,5,26,21,5,Subi Point,USS Constellation,0,0,0,0.0,Military,October,Thursday,Asia
1969-09-26,18:40:00,Nordchurchaid,?,Boeing C-97,N52676,16707,0,1960,Uli,Nigeria,,5,0,5,5,0,5,São Tomé,Uli,0,0,0,0.0,Passenger,September,Friday,Africa
1969-09-21,17:20:00,Mexicana,?,Boeing B-727-64,XA-SEJ,19255/331,0,1960,Mexico City,Mexico,,118,111,7,27,22,5,Chicago,Mexico City,91,89,2,77.11864406779661,Passenger,September,Sunday,North America
1969-09-20,16:00:00,Air Vietnam (South Vietnam),?,Douglas DC-4 / USAF F-4E,XV-NUG,10860,2,1960,Near Hoi An,Vietnam,,76,71,5,74,69,5,Pleiku,Da Nang,2,2,0,2.631578947368421,Passenger,September,Saturday,Asia
1969-09-17,17:09:00,Pacific Western Airlines,627,Convair CV-640,CF-PWR,440,0,1960,Campbell River,Canada,,15,11,4,4,2,2,Vancouver,Campbell River,11,9,2,73.33333333333333,Passenger,September,Wednesday,North America
1969-09-14,20:33:00,VASP,?,Douglas DC-3,PP-SPP,15618/27063,0,1960,Londrina-Parana,Brazil,,21,15,6,20,15,5,Camp Grande - Londrina,Sao Palo,1,0,1,4.761904761904762,Passenger,September,Sunday,South America
1969-09-12,,Philippine Air Lines,158,BAC One-Eleven 402AP,PI-C1131,092,0,1960,Near Antipolo,Philippines,,47,42,5,45,41,4,Mactan,Manilla,2,1,1,4.25531914893617,Passenger,September,Friday,Asia
1969-09-09,14:29:00,Allegheny Airlines / Forth Corporation,853,MD Douglas DC-9-31/Piper Cherokee PA-28,N988VJ/N7374J,47211/357 / ?,0,1960,Near Fairland,United States of America,Indiana,83,79,4,83,79,4,Indianapolis,Bakalar AFB,0,0,0,0.0,Passenger,September,Tuesday,North America
1969-09-08,14:00:00,SATENA,742,Douglas DC-3,FAC-685,?,0,1960,Near Medina,Colombia,,32,29,3,32,29,3,Bogota,Villavicencio,0,0,0,0.0,Passenger,September,Monday,South America
1969-09-06,,TAME Ecuador,?,Douglas DC-3,?,?,,1960,Quito,Ecuador,,16,,,1,,,,?,15,,,93.75,Passenger,September,Saturday,South America
1969-09-02,11:15:00,Military - Royal Lao Air Force,?,Douglas C-47,248,32580,0,1960,Near Pakse,Laos,,35,31,4,35,31,4,Savannakhet,Pakse,0,0,0,0.0,Military,September,Tuesday,Asia
1969-09-01,13:05:00,Aeroflot,55,Ilyushin IL-14P,CCCP-61731,146000205,0,1960,Cross Bay,Russia,,27,22,5,22,17,5,Anadyr,Cross Bay,5,5,0,18.51851851851852,Passenger,September,Monday,Europe
1969-08-31,20:05:00,Private Charter,-,Cessna 172H,N3149X,55299,0,1960,Newton,United States of America,Iowa,3,2,1,3,2,1,Chicago,Des Moines.,0,0,0,0.0,Passenger,August,Sunday,North America
1969-08-26,09:45:00,Aeroflot,545,Antonov AN-2,CCCP-41971,1 33 473 11,0,1960,Khovu-Aksy,Russia,,14,11,3,14,11,3,Kyzyl - Khovu,Aksy,0,0,0,0.0,Passenger,August,Tuesday,Europe
1969-08-25,,TAO,?,Douglas C-47B,HC-ALK,15777/27222,0,1960,Sucre,Ecuador,,1,0,4,1,0,1,,?,0,0,3,0.0,Passenger,August,Monday,South America
1969-08-19,17:00:00,Air America,?,Pilatus Pc-6C,N196X,596,0,1960,Near Long Tieng,Laos,,13,12,1,13,12,1,"Long Tieng, Laos","Sam Thong, Laos",0,0,0,0.0,Passenger,August,Tuesday,Asia
1969-08-03,,Canairelief Air,?,Lockheed L-1049H Super Constellation,CF-NAJ,4828,0,1960,Uli ,Nigeria,,4,0,4,4,0,4,,?,0,0,0,0.0,Passenger,August,Sunday,Africa
1969-07-26,12:33:00,Trans World Airlines,?,Boeing 707-331C,N787TW,18712/373,0,1960,Atlantic City,United States of America,New Jersey,5,0,5,5,0,5,,Training,0,0,0,0.0,Passenger,July,Saturday,North America
1969-07-25,17:45:00,Trans Isle Air,?,De Havilland DH-104 Dove,N88G,826,0,1960,Kekaha,United States of America,Hawaii,13,11,2,1,1,0,Kalaupapa,Lihue,12,10,2,92.3076923076923,Passenger,July,Friday,North America
1969-07-15,06:57:00,New York Airways,901,de Havilland Canada DHC-6 Twin Otter 200,N558MA,175,0,1960,New York City,United States of America,New York,14,11,3,3,1,2,New York,Newark,11,10,1,78.57142857142857,Passenger,July,Tuesday,North America
1969-07-12,,Royal Nepal Airlines,?,Douglas DC-3,9N-AAP,42956,0,1960,Hitauda,Nepal,,35,31,4,35,31,4,Katmandu,Simra,0,0,0,0.0,Passenger,July,Saturday,Asia
1969-07-06,20:22:00,Air South,168,Beechcraft B-99,N844NS,U16,0,1960,Near Monroe,United States of America,Georgia,14,12,2,14,12,2,"Atlanta, GA - Sumpter, SC","Greer, SC",0,0,0,0.0,Passenger,July,Sunday,North America
1969-06-28,19:50:00,Aeroflot,F-28,Ilyushin IL-14,CCCP-91495,7343306,0,1960,Near Talas,Kyrgyzstan,,40,35,5,40,35,5,"Talas, Kyrgyzstan","Frunze, Russia",0,0,0,0.0,Passenger,June,Saturday,Asia
1969-06-23,14:52:00,Aeroflot,831,Ilyushin IL-14M / Antonov An-12BP,CCCP-52018,7343208/402503,0,1960,Near Poroslitsy,Russia,,120,110,10,120,110,10,Moscow,Chernihiv,0,0,0,0.0,Passenger,June,Monday,Europe
1969-06-05,,Military - U.S. Air Force,?,Boeing RC-135E,62-4137,18477,0,1960,Off Andreanof Islands,United States of America,Alaska,19,0,19,19,0,19,"Shemya, AK","Eielson, AK",0,0,0,0.0,Military,June,Thursday,North America
1969-06-04,08:42:00,Compania Mexicana de Aviacion,704,Boeing B-727-64,XA-SEL,19256/355,0,1960,"Near Salinas Victoria,  Nuevo Leon",Mexico,,79,72,7,79,72,7,Mexico City,Monterey,0,0,0,0.0,Passenger,June,Wednesday,North America
